chrom	txStart	txEnd	strand	TF	Bin_1kb	Bin_5kb	Bin_10kb	Bin_25kb	Bin_50kb	Bin_100kb	Bin_250kb	Bin_500kb	Bin_1000kb
chrX	73802810	73834461	-	RLIM	chrX:73834000	chrX:73830000	chrX:73830000	chrX:73825000	chrX:73800000	chrX:73800000	chrX:73750000	chrX:73500000	chrX:73000000
chr8	87484577	87526577	-	RMDN1	chr8:87526000	chr8:87525000	chr8:87520000	chr8:87525000	chr8:87500000	chr8:87500000	chr8:87500000	chr8:87500000	chr8:87000000
chr2	38152461	38294285	+	RMDN2	chr2:38152000	chr2:38150000	chr2:38150000	chr2:38150000	chr2:38150000	chr2:38100000	chr2:38000000	chr2:38000000	chr2:38000000
chr15	41028081	41047534	-	RMDN3	chr15:41047000	chr15:41045000	chr15:41040000	chr15:41025000	chr15:41000000	chr15:41000000	chr15:41000000	chr15:41000000	chr15:41000000
chr9	86595636	86618987	+	RMI1	chr9:86595000	chr9:86595000	chr9:86590000	chr9:86575000	chr9:86550000	chr9:86500000	chr9:86500000	chr9:86500000	chr9:86000000
chr16	11439294	11445620	+	RMI2	chr16:11439000	chr16:11435000	chr16:11430000	chr16:11425000	chr16:11400000	chr16:11400000	chr16:11250000	chr16:11000000	chr16:11000000
chr6	151725896	151773316	-	RMND1	chr6:151773000	chr6:151770000	chr6:151770000	chr6:151750000	chr6:151750000	chr6:151700000	chr6:151750000	chr6:151500000	chr6:151000000
chr2	86947413	87005164	+	RMND5A	chr2:86947000	chr2:86945000	chr2:86940000	chr2:86925000	chr2:86900000	chr2:86900000	chr2:86750000	chr2:86500000	chr2:86000000
chr5	177557961	177575571	+	RMND5B	chr5:177557000	chr5:177555000	chr5:177550000	chr5:177550000	chr5:177550000	chr5:177500000	chr5:177500000	chr5:177500000	chr5:177000000
chr14	21152371	21168761	+	RNASE4	chr14:21152000	chr14:21150000	chr14:21150000	chr14:21150000	chr14:21150000	chr14:21100000	chr14:21000000	chr14:21000000	chr14:21000000
chr14	21249209	21250626	+	RNASE6	chr14:21249000	chr14:21245000	chr14:21240000	chr14:21225000	chr14:21200000	chr14:21200000	chr14:21000000	chr14:21000000	chr14:21000000
chr2	3592481	3605961	-	RNASEH1	chr2:3605000	chr2:3605000	chr2:3600000	chr2:3600000	chr2:3600000	chr2:3600000	chr2:3500000	chr2:3500000	chr2:3000000
chr19	12917427	12924462	+	RNASEH2A	chr19:12917000	chr19:12915000	chr19:12910000	chr19:12900000	chr19:12900000	chr19:12900000	chr19:12750000	chr19:12500000	chr19:12000000
chr13	51483813	51544596	+	RNASEH2B	chr13:51483000	chr13:51480000	chr13:51480000	chr13:51475000	chr13:51450000	chr13:51400000	chr13:51250000	chr13:51000000	chr13:51000000
chr11	65485143	65488409	-	RNASEH2C	chr11:65488000	chr11:65485000	chr11:65480000	chr11:65475000	chr11:65450000	chr11:65400000	chr11:65250000	chr11:65000000	chr11:65000000
chr17	6915735	6917852	+	RNASEK	chr17:6915000	chr17:6915000	chr17:6910000	chr17:6900000	chr17:6900000	chr17:6900000	chr17:6750000	chr17:6500000	chr17:6000000
chr1	182542768	182558394	-	RNASEL	chr1:182558000	chr1:182555000	chr1:182550000	chr1:182550000	chr1:182550000	chr1:182500000	chr1:182500000	chr1:182500000	chr1:182000000
chr6	167343003	167370077	-	RNASET2	chr6:167370000	chr6:167370000	chr6:167370000	chr6:167350000	chr6:167350000	chr6:167300000	chr6:167250000	chr6:167000000	chr6:167000000
chr12	49250915	49259653	-	RND1	chr12:49259000	chr12:49255000	chr12:49250000	chr12:49250000	chr12:49250000	chr12:49200000	chr12:49250000	chr12:49000000	chr12:49000000
chr2	151324706	151344209	-	RND3	chr2:151344000	chr2:151340000	chr2:151340000	chr2:151325000	chr2:151300000	chr2:151300000	chr2:151250000	chr2:151000000	chr2:151000000
chr12	120972131	121015397	+	RNF10	chr12:120972000	chr12:120970000	chr12:120970000	chr12:120950000	chr12:120950000	chr12:120900000	chr12:120750000	chr12:120500000	chr12:120000000
chr2	86830515	86851000	-	RNF103	chr2:86851000	chr2:86850000	chr2:86850000	chr2:86850000	chr2:86850000	chr2:86800000	chr2:86750000	chr2:86500000	chr2:86000000
chr1	51701944	51739119	+	RNF11	chr1:51701000	chr1:51700000	chr1:51700000	chr1:51700000	chr1:51700000	chr1:51700000	chr1:51500000	chr1:51500000	chr1:51000000
chr15	59279864	59389618	+	RNF111	chr15:59279000	chr15:59275000	chr15:59270000	chr15:59275000	chr15:59250000	chr15:59200000	chr15:59250000	chr15:59000000	chr15:59000000
chrX	119004494	119005791	-	RNF113A	chrX:119005000	chrX:119005000	chrX:119000000	chrX:119000000	chrX:119000000	chrX:119000000	chrX:119000000	chrX:119000000	chrX:119000000
chr20	48552913	48570422	+	RNF114	chr20:48552000	chr20:48550000	chr20:48550000	chr20:48550000	chr20:48550000	chr20:48500000	chr20:48500000	chr20:48500000	chr20:48000000
chr1	145610989	145689005	+	RNF115	chr1:145610000	chr1:145610000	chr1:145610000	chr1:145600000	chr1:145600000	chr1:145600000	chr1:145500000	chr1:145500000	chr1:145000000
chr11	71639767	71708643	+	RNF121	chr11:71639000	chr11:71635000	chr11:71630000	chr11:71625000	chr11:71600000	chr11:71600000	chr11:71500000	chr11:71500000	chr11:71000000
chr8	33405271	33424646	-	RNF122	chr8:33424000	chr8:33420000	chr8:33420000	chr8:33400000	chr8:33400000	chr8:33400000	chr8:33250000	chr8:33000000	chr8:33000000
chr3	49726931	49758962	+	RNF123	chr3:49726000	chr3:49725000	chr3:49720000	chr3:49725000	chr3:49700000	chr3:49700000	chr3:49500000	chr3:49500000	chr3:49000000
chr18	29598444	29653154	+	RNF125	chr18:29598000	chr18:29595000	chr18:29590000	chr18:29575000	chr18:29550000	chr18:29500000	chr18:29500000	chr18:29500000	chr18:29000000
chr19	647525	663233	-	RNF126	chr19:663000	chr19:660000	chr19:660000	chr19:650000	chr19:650000	chr19:600000	chr19:500000	chr19:500000	chr19:0
chr3	149530474	149679925	+	RNF13	chr3:149530000	chr3:149530000	chr3:149530000	chr3:149525000	chr3:149500000	chr3:149500000	chr3:149500000	chr3:149500000	chr3:149000000
chr5	179382066	179499118	-	RNF130	chr5:179499000	chr5:179495000	chr5:179490000	chr5:179475000	chr5:179450000	chr5:179400000	chr5:179250000	chr5:179000000	chr5:179000000
chr17	29297955	29326929	+	RNF135	chr17:29297000	chr17:29295000	chr17:29290000	chr17:29275000	chr17:29250000	chr17:29200000	chr17:29250000	chr17:29000000	chr17:29000000
chr18	29671817	29711524	+	RNF138	chr18:29671000	chr18:29670000	chr18:29670000	chr18:29650000	chr18:29650000	chr18:29600000	chr18:29500000	chr18:29500000	chr18:29000000
chr8	125487007	125500859	+	RNF139	chr8:125487000	chr8:125485000	chr8:125480000	chr8:125475000	chr8:125450000	chr8:125400000	chr8:125250000	chr8:125000000	chr8:125000000
chr5	141346401	141369856	+	RNF14	chr5:141346000	chr5:141345000	chr5:141340000	chr5:141325000	chr5:141300000	chr5:141300000	chr5:141250000	chr5:141000000	chr5:141000000
chr11	10533224	10562774	-	RNF141	chr11:10562000	chr11:10560000	chr11:10560000	chr11:10550000	chr11:10550000	chr11:10500000	chr11:10500000	chr11:10500000	chr11:10000000
chr2	7057522	7184309	+	RNF144A	chr2:7057000	chr2:7055000	chr2:7050000	chr2:7050000	chr2:7050000	chr2:7000000	chr2:7000000	chr2:7000000	chr2:7000000
chr6	18387580	18469105	+	RNF144B	chr6:18387000	chr6:18385000	chr6:18380000	chr6:18375000	chr6:18350000	chr6:18300000	chr6:18250000	chr6:18000000	chr6:18000000
chr5	158584416	158637061	-	RNF145	chr5:158637000	chr5:158635000	chr5:158630000	chr5:158625000	chr5:158600000	chr5:158600000	chr5:158500000	chr5:158500000	chr5:158000000
chr6	127587826	127609705	+	RNF146	chr6:127587000	chr6:127585000	chr6:127580000	chr6:127575000	chr6:127550000	chr6:127500000	chr6:127500000	chr6:127500000	chr6:127000000
chr2	101892062	101925178	-	RNF149	chr2:101925000	chr2:101925000	chr2:101920000	chr2:101925000	chr2:101900000	chr2:101900000	chr2:101750000	chr2:101500000	chr2:101000000
chr4	141786724	142054616	-	RNF150	chr4:142054000	chr4:142050000	chr4:142050000	chr4:142050000	chr4:142050000	chr4:142000000	chr4:142000000	chr4:142000000	chr4:142000000
chr17	74138533	74236390	-	RNF157	chr17:74236000	chr17:74235000	chr17:74230000	chr17:74225000	chr17:74200000	chr17:74200000	chr17:74000000	chr17:74000000	chr17:74000000
chr16	88762902	88772829	-	RNF166	chr16:88772000	chr16:88770000	chr16:88770000	chr16:88750000	chr16:88750000	chr16:88700000	chr16:88750000	chr16:88500000	chr16:88000000
chr17	4843302	4848518	+	RNF167	chr17:4843000	chr17:4840000	chr17:4840000	chr17:4825000	chr17:4800000	chr17:4800000	chr17:4750000	chr17:4500000	chr17:4000000
chr3	196195656	196230639	-	RNF168	chr3:196230000	chr3:196230000	chr3:196230000	chr3:196225000	chr3:196200000	chr3:196200000	chr3:196000000	chr3:196000000	chr3:196000000
chr11	74459912	74553458	+	RNF169	chr11:74459000	chr11:74455000	chr11:74450000	chr11:74450000	chr11:74450000	chr11:74400000	chr11:74250000	chr11:74000000	chr11:74000000
chr8	42704779	42751866	-	RNF170	chr8:42751000	chr8:42750000	chr8:42750000	chr8:42750000	chr8:42750000	chr8:42700000	chr8:42750000	chr8:42500000	chr8:42000000
chr5	63461669	63668696	+	RNF180	chr5:63461000	chr5:63460000	chr5:63460000	chr5:63450000	chr5:63450000	chr5:63400000	chr5:63250000	chr5:63000000	chr5:63000000
chr2	85822836	85824831	+	RNF181	chr2:85822000	chr2:85820000	chr2:85820000	chr2:85800000	chr2:85800000	chr2:85800000	chr2:85750000	chr2:85500000	chr2:85000000
chr22	31556137	31603005	+	RNF185	chr22:31556000	chr22:31555000	chr22:31550000	chr22:31550000	chr22:31550000	chr22:31500000	chr22:31500000	chr22:31500000	chr22:31000000
chr1	228675067	228683889	+	RNF187	chr1:228675000	chr1:228675000	chr1:228670000	chr1:228675000	chr1:228650000	chr1:228600000	chr1:228500000	chr1:228500000	chr1:228000000
chr8	101269286	101348446	-	RNF19A	chr8:101348000	chr8:101345000	chr8:101340000	chr8:101325000	chr8:101300000	chr8:101300000	chr8:101250000	chr8:101000000	chr8:101000000
chr1	33402046	33430414	-	RNF19B	chr1:33430000	chr1:33430000	chr1:33430000	chr1:33425000	chr1:33400000	chr1:33400000	chr1:33250000	chr1:33000000	chr1:33000000
chr1	185014550	185071740	+	RNF2	chr1:185014000	chr1:185010000	chr1:185010000	chr1:185000000	chr1:185000000	chr1:185000000	chr1:185000000	chr1:185000000	chr1:185000000
chr9	104296130	104325626	+	RNF20	chr9:104296000	chr9:104295000	chr9:104290000	chr9:104275000	chr9:104250000	chr9:104200000	chr9:104250000	chr9:104000000	chr9:104000000
chr1	6266188	6281359	+	RNF207	chr1:6266000	chr1:6265000	chr1:6260000	chr1:6250000	chr1:6250000	chr1:6200000	chr1:6250000	chr1:6000000	chr1:6000000
chr9	140114698	140115775	-	RNF208	chr9:140115000	chr9:140115000	chr9:140110000	chr9:140100000	chr9:140100000	chr9:140100000	chr9:140000000	chr9:140000000	chr9:140000000
chr17	78234659	78372581	+	RNF213	chr17:78234000	chr17:78230000	chr17:78230000	chr17:78225000	chr17:78200000	chr17:78200000	chr17:78000000	chr17:78000000	chr17:78000000
chr11	117103340	117156404	+	RNF214	chr11:117103000	chr11:117100000	chr11:117100000	chr11:117100000	chr11:117100000	chr11:117100000	chr11:117000000	chr11:117000000	chr11:117000000
chr22	30774802	30783302	-	RNF215	chr22:30783000	chr22:30780000	chr22:30780000	chr22:30775000	chr22:30750000	chr22:30700000	chr22:30750000	chr22:30500000	chr22:30000000
chr7	5659671	5821361	-	RNF216	chr7:5821000	chr7:5820000	chr7:5820000	chr7:5800000	chr7:5800000	chr7:5800000	chr7:5750000	chr7:5500000	chr7:5000000
chr6	125283690	125413780	+	RNF217	chr6:125283000	chr6:125280000	chr6:125280000	chr6:125275000	chr6:125250000	chr6:125200000	chr6:125250000	chr6:125000000	chr6:125000000
chr13	79188420	79233314	-	RNF219	chr13:79233000	chr13:79230000	chr13:79230000	chr13:79225000	chr13:79200000	chr13:79200000	chr13:79000000	chr13:79000000	chr13:79000000
chr1	44870831	45117396	+	RNF220	chr1:44870000	chr1:44870000	chr1:44870000	chr1:44850000	chr1:44850000	chr1:44800000	chr1:44750000	chr1:44500000	chr1:44000000
chr1	1007125	1009687	-	RNF223	chr1:1009000	chr1:1005000	chr1:1000000	chr1:1000000	chr1:1000000	chr1:1000000	chr1:1000000	chr1:1000000	chr1:1000000
chr20	3907955	3996238	-	RNF24	chr20:3996000	chr20:3995000	chr20:3990000	chr20:3975000	chr20:3950000	chr20:3900000	chr20:3750000	chr20:3500000	chr20:3000000
chr2	219528586	219536781	-	RNF25	chr2:219536000	chr2:219535000	chr2:219530000	chr2:219525000	chr2:219500000	chr2:219500000	chr2:219500000	chr2:219500000	chr2:219000000
chr11	119205209	119208024	+	RNF26	chr11:119205000	chr11:119205000	chr11:119200000	chr11:119200000	chr11:119200000	chr11:119200000	chr11:119000000	chr11:119000000	chr11:119000000
chr14	24616083	24629870	+	RNF31	chr14:24616000	chr14:24615000	chr14:24610000	chr14:24600000	chr14:24600000	chr14:24600000	chr14:24500000	chr14:24500000	chr14:24000000
chr7	156433352	156469820	+	RNF32	chr7:156433000	chr7:156430000	chr7:156430000	chr7:156425000	chr7:156400000	chr7:156400000	chr7:156250000	chr7:156000000	chr7:156000000
chr12	121837885	121862155	+	RNF34	chr12:121837000	chr12:121835000	chr12:121830000	chr12:121825000	chr12:121800000	chr12:121800000	chr12:121750000	chr12:121500000	chr12:121000000
chr9	36336398	36401195	-	RNF38	chr9:36401000	chr9:36400000	chr9:36400000	chr9:36400000	chr9:36400000	chr9:36400000	chr9:36250000	chr9:36000000	chr9:36000000
chr4	2470794	2517586	+	RNF4	chr4:2470000	chr4:2470000	chr4:2470000	chr4:2450000	chr4:2450000	chr4:2400000	chr4:2250000	chr4:2000000	chr4:2000000
chr16	30772932	30787628	+	RNF40	chr16:30772000	chr16:30770000	chr16:30770000	chr16:30750000	chr16:30750000	chr16:30700000	chr16:30750000	chr16:30500000	chr16:30000000
chr12	56596287	56615753	-	RNF41	chr12:56615000	chr12:56615000	chr12:56610000	chr12:56600000	chr12:56600000	chr12:56600000	chr12:56500000	chr12:56500000	chr12:56000000
chr17	56429860	56494943	-	RNF43	chr17:56494000	chr17:56490000	chr17:56490000	chr17:56475000	chr17:56450000	chr17:56400000	chr17:56250000	chr17:56000000	chr17:56000000
chr5	175953699	175964421	-	RNF44	chr5:175964000	chr5:175960000	chr5:175960000	chr5:175950000	chr5:175950000	chr5:175900000	chr5:175750000	chr5:175500000	chr5:175000000
chr6	32146161	32148570	+	RNF5	chr6:32146000	chr6:32145000	chr6:32140000	chr6:32125000	chr6:32100000	chr6:32100000	chr6:32000000	chr6:32000000	chr6:32000000
chr13	26706252	26796508	-	RNF6	chr13:26796000	chr13:26795000	chr13:26790000	chr13:26775000	chr13:26750000	chr13:26700000	chr13:26750000	chr13:26500000	chr13:26000000
chr3	141457050	141465645	+	RNF7	chr3:141457000	chr3:141455000	chr3:141450000	chr3:141450000	chr3:141450000	chr3:141400000	chr3:141250000	chr3:141000000	chr3:141000000
chr6	37321747	37362514	+	RNF8	chr6:37321000	chr6:37320000	chr6:37320000	chr6:37300000	chr6:37300000	chr6:37300000	chr6:37250000	chr6:37000000	chr6:37000000
chr17	58029722	58042117	-	RNFT1	chr17:58042000	chr17:58040000	chr17:58040000	chr17:58025000	chr17:58000000	chr17:58000000	chr17:58000000	chr17:58000000	chr17:58000000
chr12	117176095	117291436	+	RNFT2	chr12:117176000	chr12:117175000	chr12:117170000	chr12:117175000	chr12:117150000	chr12:117100000	chr12:117000000	chr12:117000000	chr12:117000000
chr6	89319615	89673348	-	RNGTT	chr6:89673000	chr6:89670000	chr6:89670000	chr6:89650000	chr6:89650000	chr6:89600000	chr6:89500000	chr6:89500000	chr6:89000000
chr11	494511	507283	-	RNH1	chr11:507000	chr11:505000	chr11:500000	chr11:500000	chr11:500000	chr11:500000	chr11:500000	chr11:500000	chr11:0
chr10	90033620	90343082	-	RNLS	chr10:90343000	chr10:90340000	chr10:90340000	chr10:90325000	chr10:90300000	chr10:90300000	chr10:90250000	chr10:90000000	chr10:90000000
chr18	13726658	13764555	+	RNMT	chr18:13726000	chr18:13725000	chr18:13720000	chr18:13725000	chr18:13700000	chr18:13700000	chr18:13500000	chr18:13500000	chr18:13000000
chr1	104068577	104097859	+	RNPC3	chr1:104068000	chr1:104065000	chr1:104060000	chr1:104050000	chr1:104050000	chr1:104000000	chr1:104000000	chr1:104000000	chr1:104000000
chr1	201951765	201975275	+	RNPEP	chr1:201951000	chr1:201950000	chr1:201950000	chr1:201950000	chr1:201950000	chr1:201900000	chr1:201750000	chr1:201500000	chr1:201000000
chr2	241508003	241518149	+	RNPEPL1	chr2:241508000	chr2:241505000	chr2:241500000	chr2:241500000	chr2:241500000	chr2:241500000	chr2:241500000	chr2:241500000	chr2:241000000
chr16	2303116	2318413	-	RNPS1	chr16:2318000	chr16:2315000	chr16:2310000	chr16:2300000	chr16:2300000	chr16:2300000	chr16:2250000	chr16:2000000	chr16:2000000
chr3	78646387	79817059	-	ROBO1	chr3:79817000	chr3:79815000	chr3:79810000	chr3:79800000	chr3:79800000	chr3:79800000	chr3:79750000	chr3:79500000	chr3:79000000
chr3	77089293	77699114	+	ROBO2	chr3:77089000	chr3:77085000	chr3:77080000	chr3:77075000	chr3:77050000	chr3:77000000	chr3:77000000	chr3:77000000	chr3:77000000
chr18	18529702	18691812	-	ROCK1	chr18:18691000	chr18:18690000	chr18:18690000	chr18:18675000	chr18:18650000	chr18:18600000	chr18:18500000	chr18:18500000	chr18:18000000
chr2	11319884	11485533	-	ROCK2	chr2:11485000	chr2:11485000	chr2:11480000	chr2:11475000	chr2:11450000	chr2:11400000	chr2:11250000	chr2:11000000	chr2:11000000
chr16	4846962	4852951	-	ROGDI	chr16:4852000	chr16:4850000	chr16:4850000	chr16:4850000	chr16:4850000	chr16:4800000	chr16:4750000	chr16:4500000	chr16:4000000
chr20	34287231	34288902	+	ROMO1	chr20:34287000	chr20:34285000	chr20:34280000	chr20:34275000	chr20:34250000	chr20:34200000	chr20:34250000	chr20:34000000	chr20:34000000
chr5	10441973	10465138	+	ROPN1L	chr5:10441000	chr5:10440000	chr5:10440000	chr5:10425000	chr5:10400000	chr5:10400000	chr5:10250000	chr5:10000000	chr5:10000000
chr15	60780482	61521502	-	RORA	chr15:61521000	chr15:61520000	chr15:61520000	chr15:61500000	chr15:61500000	chr15:61500000	chr15:61500000	chr15:61500000	chr15:61000000
chr9	77112251	77302117	+	RORB	chr9:77112000	chr9:77110000	chr9:77110000	chr9:77100000	chr9:77100000	chr9:77100000	chr9:77000000	chr9:77000000	chr9:77000000
chrX	46696346	46741791	+	RP2	chrX:46696000	chrX:46695000	chrX:46690000	chrX:46675000	chrX:46650000	chrX:46600000	chrX:46500000	chrX:46500000	chrX:46000000
chr7	33134409	33149002	-	RP9	chr7:33149000	chr7:33145000	chr7:33140000	chr7:33125000	chr7:33100000	chr7:33100000	chr7:33000000	chr7:33000000	chr7:33000000
chr17	1733272	1802848	+	RPA1	chr17:1733000	chr17:1730000	chr17:1730000	chr17:1725000	chr17:1700000	chr17:1700000	chr17:1500000	chr17:1500000	chr17:1000000
chr1	28218035	28241308	-	RPA2	chr1:28241000	chr1:28240000	chr1:28240000	chr1:28225000	chr1:28200000	chr1:28200000	chr1:28000000	chr1:28000000	chr1:28000000
chr7	7676193	7758238	-	RPA3	chr7:7758000	chr7:7755000	chr7:7750000	chr7:7750000	chr7:7750000	chr7:7700000	chr7:7750000	chr7:7500000	chr7:7000000
chr17	5322960	5336340	+	RPAIN	chr17:5322000	chr17:5320000	chr17:5320000	chr17:5300000	chr17:5300000	chr17:5300000	chr17:5250000	chr17:5000000	chr17:5000000
chr15	41809374	41836475	-	RPAP1	chr15:41836000	chr15:41835000	chr15:41830000	chr15:41825000	chr15:41800000	chr15:41800000	chr15:41750000	chr15:41500000	chr15:41000000
chr1	92764521	92853732	+	RPAP2	chr1:92764000	chr1:92760000	chr1:92760000	chr1:92750000	chr1:92750000	chr1:92700000	chr1:92750000	chr1:92500000	chr1:92000000
chr12	48055714	48099844	-	RPAP3	chr12:48099000	chr12:48095000	chr12:48090000	chr12:48075000	chr12:48050000	chr12:48000000	chr12:48000000	chr12:48000000	chr12:48000000
chr2	210867288	210886984	+	RPE	chr2:210867000	chr2:210865000	chr2:210860000	chr2:210850000	chr2:210850000	chr2:210800000	chr2:210750000	chr2:210500000	chr2:210000000
chr1	84944919	84964033	+	RPF1	chr1:84944000	chr1:84940000	chr1:84940000	chr1:84925000	chr1:84900000	chr1:84900000	chr1:84750000	chr1:84500000	chr1:84000000
chr6	111303219	111349466	+	RPF2	chr6:111303000	chr6:111300000	chr6:111300000	chr6:111300000	chr6:111300000	chr6:111300000	chr6:111250000	chr6:111000000	chr6:111000000
chrX	38128422	38186788	-	RPGR	chrX:38186000	chrX:38185000	chrX:38180000	chrX:38175000	chrX:38150000	chrX:38100000	chrX:38000000	chrX:38000000	chrX:38000000
chr16	53633150	53737846	-	RPGRIP1L	chr16:53737000	chr16:53735000	chr16:53730000	chr16:53725000	chr16:53700000	chr16:53700000	chr16:53500000	chr16:53500000	chr16:53000000
chr2	88991175	89050452	+	RPIA	chr2:88991000	chr2:88990000	chr2:88990000	chr2:88975000	chr2:88950000	chr2:88900000	chr2:88750000	chr2:88500000	chr2:88000000
chrX	153626405	153630680	+	RPL10	chrX:153626000	chrX:153625000	chrX:153620000	chrX:153625000	chrX:153600000	chrX:153600000	chrX:153500000	chrX:153500000	chrX:153000000
chr6	35436177	35438558	+	RPL10A	chr6:35436000	chr6:35435000	chr6:35430000	chr6:35425000	chr6:35400000	chr6:35400000	chr6:35250000	chr6:35000000	chr6:35000000
chr1	24018268	24022915	+	RPL11	chr1:24018000	chr1:24015000	chr1:24010000	chr1:24000000	chr1:24000000	chr1:24000000	chr1:24000000	chr1:24000000	chr1:24000000
chr9	130209952	130213711	-	RPL12	chr9:130213000	chr9:130210000	chr9:130210000	chr9:130200000	chr9:130200000	chr9:130200000	chr9:130000000	chr9:130000000	chr9:130000000
chr16	89627064	89633237	+	RPL13	chr16:89627000	chr16:89625000	chr16:89620000	chr16:89625000	chr16:89600000	chr16:89600000	chr16:89500000	chr16:89500000	chr16:89000000
chr19	49990810	49995564	+	RPL13A	chr19:49990000	chr19:49990000	chr19:49990000	chr19:49975000	chr19:49950000	chr19:49900000	chr19:49750000	chr19:49500000	chr19:49000000
chr3	40498782	40503863	+	RPL14	chr3:40498000	chr3:40495000	chr3:40490000	chr3:40475000	chr3:40450000	chr3:40400000	chr3:40250000	chr3:40000000	chr3:40000000
chr3	23958294	23965187	+	RPL15	chr3:23958000	chr3:23955000	chr3:23950000	chr3:23950000	chr3:23950000	chr3:23900000	chr3:23750000	chr3:23500000	chr3:23000000
chr18	47014850	47018935	-	RPL17	chr18:47018000	chr18:47015000	chr18:47010000	chr18:47000000	chr18:47000000	chr18:47000000	chr18:47000000	chr18:47000000	chr18:47000000
chr18	47007547	47018935	-	RPL17-C18orf32	chr18:47018000	chr18:47015000	chr18:47010000	chr18:47000000	chr18:47000000	chr18:47000000	chr18:47000000	chr18:47000000	chr18:47000000
chr19	49118583	49122675	-	RPL18	chr19:49122000	chr19:49120000	chr19:49120000	chr19:49100000	chr19:49100000	chr19:49100000	chr19:49000000	chr19:49000000	chr19:49000000
chr19	17970686	17974133	+	RPL18A	chr19:17970000	chr19:17970000	chr19:17970000	chr19:17950000	chr19:17950000	chr19:17900000	chr19:17750000	chr19:17500000	chr19:17000000
chr17	37356535	37360980	+	RPL19	chr17:37356000	chr17:37355000	chr17:37350000	chr17:37350000	chr17:37350000	chr17:37300000	chr17:37250000	chr17:37000000	chr17:37000000
chr13	27825691	27830702	+	RPL21	chr13:27825000	chr13:27825000	chr13:27820000	chr13:27825000	chr13:27800000	chr13:27800000	chr13:27750000	chr13:27500000	chr13:27000000
chr1	6245079	6259679	-	RPL22	chr1:6259000	chr1:6255000	chr1:6250000	chr1:6250000	chr1:6250000	chr1:6200000	chr1:6250000	chr1:6000000	chr1:6000000
chr3	170582664	170588045	-	RPL22L1	chr3:170588000	chr3:170585000	chr3:170580000	chr3:170575000	chr3:170550000	chr3:170500000	chr3:170500000	chr3:170500000	chr3:170000000
chr17	37006320	37010053	-	RPL23	chr17:37010000	chr17:37010000	chr17:37010000	chr17:37000000	chr17:37000000	chr17:37000000	chr17:37000000	chr17:37000000	chr17:37000000
chr3	101399933	101405563	-	RPL24	chr3:101405000	chr3:101405000	chr3:101400000	chr3:101400000	chr3:101400000	chr3:101400000	chr3:101250000	chr3:101000000	chr3:101000000
chr17	8280833	8286565	-	RPL26	chr17:8286000	chr17:8285000	chr17:8280000	chr17:8275000	chr17:8250000	chr17:8200000	chr17:8250000	chr17:8000000	chr17:8000000
chr5	172385731	172396774	+	RPL26L1	chr5:172385000	chr5:172385000	chr5:172380000	chr5:172375000	chr5:172350000	chr5:172300000	chr5:172250000	chr5:172000000	chr5:172000000
chr17	41150445	41154971	+	RPL27	chr17:41150000	chr17:41150000	chr17:41150000	chr17:41150000	chr17:41150000	chr17:41100000	chr17:41000000	chr17:41000000	chr17:41000000
chr11	8703994	8711419	+	RPL27A	chr11:8703000	chr11:8700000	chr11:8700000	chr11:8700000	chr11:8700000	chr11:8700000	chr11:8500000	chr11:8500000	chr11:8000000
chr19	55897299	55903451	+	RPL28	chr19:55897000	chr19:55895000	chr19:55890000	chr19:55875000	chr19:55850000	chr19:55800000	chr19:55750000	chr19:55500000	chr19:55000000
chr3	52027643	52029958	-	RPL29	chr3:52029000	chr3:52025000	chr3:52020000	chr3:52025000	chr3:52000000	chr3:52000000	chr3:52000000	chr3:52000000	chr3:52000000
chr22	39708886	39715670	-	RPL3	chr22:39715000	chr22:39715000	chr22:39710000	chr22:39700000	chr22:39700000	chr22:39700000	chr22:39500000	chr22:39500000	chr22:39000000
chr8	99053937	99057818	-	RPL30	chr8:99057000	chr8:99055000	chr8:99050000	chr8:99050000	chr8:99050000	chr8:99000000	chr8:99000000	chr8:99000000	chr8:99000000
chr2	101618690	101636155	+	RPL31	chr2:101618000	chr2:101615000	chr2:101610000	chr2:101600000	chr2:101600000	chr2:101600000	chr2:101500000	chr2:101500000	chr2:101000000
chr3	12876443	12883081	-	RPL32	chr3:12883000	chr3:12880000	chr3:12880000	chr3:12875000	chr3:12850000	chr3:12800000	chr3:12750000	chr3:12500000	chr3:12000000
chr4	109541713	109551639	+	RPL34	chr4:109541000	chr4:109540000	chr4:109540000	chr4:109525000	chr4:109500000	chr4:109500000	chr4:109500000	chr4:109500000	chr4:109000000
chr9	127620157	127624240	-	RPL35	chr9:127624000	chr9:127620000	chr9:127620000	chr9:127600000	chr9:127600000	chr9:127600000	chr9:127500000	chr9:127500000	chr9:127000000
chr3	197677051	197682721	+	RPL35A	chr3:197677000	chr3:197675000	chr3:197670000	chr3:197675000	chr3:197650000	chr3:197600000	chr3:197500000	chr3:197500000	chr3:197000000
chr19	5690271	5691678	+	RPL36	chr19:5690000	chr19:5690000	chr19:5690000	chr19:5675000	chr19:5650000	chr19:5600000	chr19:5500000	chr19:5500000	chr19:5000000
chrX	100645877	100651142	+	RPL36A	chrX:100645000	chrX:100645000	chrX:100640000	chrX:100625000	chrX:100600000	chrX:100600000	chrX:100500000	chrX:100500000	chrX:100000000
